243.199566037,19.6433218924,1
243.424092711,19.7132152342,1
242.677323907,20.1108528672,1
243.707419001,19.2828843793,1
243.487214765,20.2362820023,1
243.635871262,19.5397349402,1
243.279411075,19.5424322735,1
243.344441358,19.189440153,1
243.335574803,19.2354117349,1
244.172320876,19.7880027281,1
243.703534038,19.1744698902,1
243.807114147,20.2473427871,1
243.770721049,19.8747334056,1
242.801878734,19.8520125828,1
243.613714304,19.6062618367,1
242.756456731,19.927331818,1
243.229316454,19.0170217758,1
242.940135742,19.4284825737,1
243.349240836,19.0677256992,1
243.459450788,19.6259620965,1
243.670449293,19.6368467593,1
243.424787967,19.4197116131,1
243.274523489,19.5289804238,1
243.079917914,19.7106072809,1
243.059794345,20.2669241201,1
243.290137914,19.720289965,1
243.294955991,19.1106093941,1
243.984752058,20.1152224885,1
243.324327975,19.8981007942,1
243.507362721,19.923181606,1
244.188766317,19.8667331145,1
243.59210955,19.8709640193,1
243.484873875,19.2076987609,1
243.525927616,20.0941052251,1
243.336149053,19.7023780846,1
243.727396334,20.2556175849,1
242.779068859,20.1511276489,0
243.154219966,20.1278869951,0
243.266796917,20.2600991407,0
242.650473791,20.1544990546,0
243.906822982,19.0248077635,0
243.508553827,19.9120451908,0
243.616653046,20.0589693034,0
243.202328661,19.8212203469,0
243.079541403,19.914914564,0
243.254000239,20.0238875815,0
243.476460927,19.6028118364,0
243.877650762,19.4775616016,0
243.917013725,19.5495477071,0
243.620863386,19.1423611373,0
243.465072531,19.9354888215,0
243.458772126,19.6783093461,0
243.51887517,20.0279938366,0
243.3533884,19.4658678243,0
242.882712505,19.0467954975,0
244.163117535,20.0036936362,0
242.695939091,19.7989075348,0
244.038222165,19.9299697612,0
243.058079233,19.3413706727,0
243.279598914,20.3663580645,0
243.777088706,20.7766197772,3
244.330922476,19.7541883158,2
243.719666731,19.9175026695,3
243.541905332,20.2392068574,2
243.556271404,19.7810759696,3
243.11859785,19.3152178987,2
242.439419539,20.0718003982,2
243.125353537,20.3883048278,3
243.630072534,19.8549336963,3
243.602271786,20.2236707195,3
242.890167486,19.6996982407,3
243.362296042,19.7782044563,2
243.594519509,19.2416049343,2
243.626496516,19.9049429573,2
243.312254806,19.9927902725,2
243.767118143,20.2523752367,3
243.741501351,20.130650387,3
243.59249442,19.7026245505,2
243.695336515,20.0251871321,2
243.087716258,19.9142122737,3
243.763510145,19.9847425184,2
243.074721614,19.784450914,3
243.452076456,19.4724617197,3
243.497830225,19.6701835602,3
243.974525845,19.6308663042,1
244.216730656,19.3399638208,1
242.887278397,19.6155527434,1
243.203306422,19.9513916519,1
243.651364234,19.3850988618,1
243.09652763,19.4327861588,1
243.375465628,20.1303001519,1
243.395015983,19.079461257,1
243.346959357,20.2876654014,1
243.056434289,20.0929537666,1
243.616965244,20.1115717647,1
243.565800644,20.3175734983,1
244.018313676,19.2808544264,1
242.868898798,19.868132249,1
243.586473667,20.0146157696,1
243.191879383,19.5138036297,1
243.384332097,19.7047430737,1
243.606037856,19.7329966855,1
243.258549779,20.4795171959,1
243.298279279,19.7969482162,1
242.909234815,20.2454561659,1
243.085924607,19.5971746553,1
242.646495822,19.9828683432,1
243.547583693,19.4356035087,1
242.624634612,19.3999246882,1
243.394521674,20.1573122166,1
243.311295667,19.9084815053,1
243.492744837,19.9286547709,1
243.399814456,19.3670193379,1
243.6740817,20.0376302004,1
242.940106583,18.8955106394,1
243.547551727,19.9652083936,1
242.709859219,19.4797123465,1
243.787135986,19.7522741747,1
243.030635356,20.1141753761,1
243.295117298,19.2217937882,1
243.153265442,19.8888570986,1
243.655998783,19.0809753938,1
242.783455829,19.81525285,1
242.98640849,19.3097538976,1
243.518807796,20.6796998537,1
242.851591085,20.1634169637,1
243.666264429,19.1455434673,1
243.428157088,19.0904494908,1
242.902580591,20.0264588057,1
243.168313449,19.9923151935,1
243.481663743,19.6004894267,1
242.96930543,19.8774130589,1
243.752127396,20.213078263,1
243.531406179,19.5167000377,1
242.817947364,20.46302561,1
242.471391252,20.0252595861,1
243.383346318,19.8111244947,1
243.031487263,19.4557287316,1
243.885761774,19.5811129331,1
243.288308701,20.3435941002,1
244.115120256,19.9696655036,1
242.808205936,19.1422817628,1
243.104652901,19.5400762503,1
242.58833096,20.4447254911,1
243.240511272,19.913478744,1
243.345071463,19.4040875833,1
243.969411797,19.2781722951,1
