886.525286451,823.27455373,1
886.45219322,823.278908882,1
886.544581005,823.06748955,1
886.389277389,823.256704709,1
886.568582033,823.193198618,1
886.54679318,823.376917647,1
886.431375049,823.151443056,1
886.38892078,823.197314848,1
886.492185676,822.982930246,1
886.412807395,823.366473222,1
886.436407684,823.170757427,1
886.444647336,823.242410688,1
886.377195617,823.161302779,0
886.407928238,823.204091257,0
886.361508307,823.117963402,0
886.51573614,823.171512472,0
886.890664487,823.221669828,0
886.301729445,823.200678548,0
886.396908234,823.138096993,0
886.479405,823.191216802,0
886.59588419,823.073523448,0
886.418428564,823.314178562,0
886.594056684,823.1927322,0
886.518624784,823.255775257,0
886.612793786,823.134179547,1
886.509524354,823.2335554,1
886.643075644,823.076841251,1
886.587940295,823.173090812,1
886.417600551,823.084521621,1
886.571616226,823.367632435,1
886.550157512,823.208457969,1
886.431758193,823.159151044,1
886.568915079,823.124170917,1
886.460734532,823.20927356,1
886.231714761,823.32063189,1
886.69625715,823.282351562,1
886.342959305,823.215718805,1
886.579411861,823.299414899,1
886.415844113,823.26407305,1
886.573455136,822.994626116,1
886.535343342,823.11855033,1
886.495238949,823.171763383,1
886.567856517,823.130972845,1
886.403888293,823.360155782,1
886.507694417,823.16747072,1
886.454658735,823.188231632,1
886.552126466,823.342735569,1
886.474623337,823.11781297,1
886.597510866,823.215258255,1
886.501568701,822.969146577,1
886.490147663,823.166177547,1
886.559663325,823.266864505,1
886.663148814,823.217810015,1
886.440814754,823.182986769,1
886.344000065,823.181675379,1
886.287878789,823.102431035,1
886.671018661,823.181193166,1
886.566685909,823.220522667,1
886.580775458,823.150769525,1
886.479867406,823.406267133,1
886.41359979,823.122273303,1
886.552971542,823.11737061,1
886.658391928,823.242077248,1
886.611957719,823.277031727,1
886.569632913,823.052736566,1
886.483831783,823.049568244,1
886.747119658,823.097825431,1
886.446361431,823.195694844,1
886.38821139,823.156830356,1
886.487350765,823.10307306,1
886.574546264,823.070160375,1
886.674163631,822.946449768,1
886.554704271,823.202105226,1
886.57595313,823.05466919,1
886.357981214,822.961369959,1
886.456865954,822.990304067,1
886.303237532,823.234913179,1
886.532352792,823.258237333,1
886.485240375,823.229019158,1
886.495601456,823.327776443,1
886.581497449,823.033711356,1
886.48201166,823.164142178,1
886.610258654,823.073792542,1
886.598347081,823.42513774,1
886.461447297,823.183476584,1
886.47364117,823.124750801,1
886.424840654,823.125819486,1
886.652190066,823.355944021,1
886.47702786,823.186288859,1
886.637419471,823.207866187,1
886.565358655,823.20153268,1
886.662903979,823.105518109,1
886.510303801,823.016852557,1
886.515873964,823.065403936,1
886.537464775,823.232121747,1
886.617471005,823.063993902,1
886.549204073,823.024293768,1
886.411929863,823.34074424,1
886.439557738,823.175479562,1
886.596011103,823.200534872,1
886.589814064,823.075495268,1
886.466295449,823.207887412,1
886.492579286,823.024879507,1
886.343896129,823.161071203,1
886.638570762,823.125778339,1
886.513161264,823.066212575,1
886.623617091,823.110708772,1
886.653405631,823.207549842,1
