343.100325073,602.042455234
343.079522105,602.011705877
343.070836654,602.007406317
343.113284285,602.00163133
343.094138917,601.99669025
343.102818255,602.008747174
343.092451784,601.996484758
343.059153089,602.005789075
343.09540868,601.997213531
343.075179995,602.019834161
343.072259982,602.00900603
343.078418343,602.019435959
343.096584692,602.005890532
343.10972556,602.004365638
343.078653205,602.007475339
343.090356238,601.995130729
343.08352316,602.021295983
343.084898274,602.009193548
343.090748867,602.025673389
343.080957032,602.028137012
343.088854489,602.037105925
343.106380674,602.028041867
343.106501114,602.021237419
343.094852238,602.028258565
343.097884855,602.0153924
343.089120466,602.008214858
343.097959636,602.017260438
343.084982764,602.031551365
343.104999585,601.998300747
343.063349405,601.997358166
343.086460365,602.005616482
343.069230162,602.001862858
343.083039189,602.010146924
343.115249863,602.019901739
343.092247442,602.00856237
343.08172464,602.014969875
343.048835755,602.017977522
343.081834099,602.009608074
343.090290525,602.01806221
343.065000141,602.03148445
343.080193946,602.034373749
343.098580464,601.986115809
343.105145322,602.005481128
343.103651496,602.028868024
343.092841968,602.016948044
343.079072322,602.022140182
343.08237625,602.039925751
343.090292852,602.013401711
343.099302505,602.017951326
343.079545353,601.987173613
343.085166774,601.999232206
343.092901826,602.021004118
343.079826423,602.031339232
343.095137184,602.00780483
343.087407281,602.02718204
343.090214033,602.01981954
343.082934842,602.028978371
343.07158601,602.01452637
343.100040413,602.007274222
343.058020533,602.002881081
343.080141514,602.023243863
343.062958352,602.022976917
343.092358722,602.022714779
343.085871071,602.005082296
343.085097976,602.000246745
343.062547231,602.005412433
343.079675525,601.999764435
343.098183513,601.992326175
343.090630307,602.003335764
343.083229138,601.985826033
343.071812857,602.020523269
343.078488466,602.011475649
343.081177793,602.022239507
343.078356377,602.032500573
343.089311429,602.011286395
343.066038821,602.033029906
343.076528638,601.998574658
343.085586009,601.997948384
343.107257047,601.998499485
343.102461076,602.009409656
343.085521724,601.972243036
343.091524288,602.004171847
343.092548591,601.99699639
343.078390998,602.035758745
343.064158491,602.007433012
343.081273946,602.012819424
343.08365846,602.017697596
343.112889929,602.009870594
343.081720332,602.008170558
343.100079985,602.041198117
343.098399202,602.003464751
343.079254627,602.025680877
343.073990372,602.015324786
343.079500187,602.031875018
343.079714948,602.02205094
343.109574992,602.027344909
343.091658049,602.018145766
343.096039398,602.006290772
343.074158943,602.022497939
343.101845322,602.024279784
343.095659553,602.025352419
343.102973565,602.00931603
343.103982688,602.004601441
343.080252721,602.00965448
343.084645201,602.026030755
343.08979004,602.012568899
343.076623485,602.018891333
343.107439488,602.015599445
343.100701314,602.005910127
343.083043385,601.99775234
343.062661222,602.008248927
343.093889063,602.00165829
343.09013833,602.001883115
343.068238284,602.020084999
343.090094743,602.011884801
343.079848139,602.012882381
343.078210222,602.023161211
343.104275982,602.01067438
343.112942944,601.999822355
343.082010715,602.025760747
343.113048148,602.02501985
343.106745441,602.017050286
343.098382629,602.015114961
343.09363829,601.996583018
